model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
7079,2018,13157,1,12967,0,145,57.7,1.0
7585,2018,17750,1,14888,1,145,60.1,2.0
7073,2017,8368,1,12133,0,145,65.7,1.0
7079,2017,10750,1,14436,0,20,60.1,1.0
7073,2018,10950,1,7100,0,145,65.7,1.0
7073,2018,11450,1,16498,0,145,65.7,1.0
7585,2018,14450,1,14671,1,145,64.2,1.5
7585,2019,22750,2,4903,1,145,42.2,2.0
7073,2019,13491,1,2957,0,145,58.9,1.0
7073,2018,10070,1,12180,0,145,65.7,1.0
7079,2019,15490,1,7885,1,145,74.3,1.5
7585,2019,19590,1,13532,1,145,47.9,2.0
7073,2015,7390,1,17499,1,0,78.5,1.5
7079,2019,15763,2,11773,1,145,74.3,1.5
7073,2016,8221,1,27695,0,0,65.7,1.0
6967,2019,15740,1,4933,0,150,51.4,1.0
6967,2016,8430,1,37775,1,30,64.2,1.5
7585,2018,13500,1,23393,1,145,54.3,1.5
7073,2013,7353,0,30015,0,145,47.9,1.6
7079,2018,11999,1,30699,0,145,50.4,1.5
7079,2018,15498,1,27654,1,145,80.7,1.5
7079,2018,11698,1,19359,0,145,61.4,1.0
7585,2018,17498,2,14337,0,145,38.2,1.5
7073,2016,7495,1,20970,0,125,54.3,1.2
7073,2018,10690,1,22988,0,145,56.5,1.0
7073,2016,8650,1,30104,0,0,65.7,1.0
7585,2018,16950,1,24943,1,145,54.3,1.5
7073,2017,9998,1,40176,1,145,88.3,1.5
6967,2017,10298,1,8935,0,165,44.8,1.5
7073,2017,8498,1,5215,0,125,54.3,1.2
7585,2018,16998,1,25753,1,150,54.3,1.5
7073,2018,10495,1,21328,0,145,56.5,1.0
7073,2018,10495,1,23444,0,145,56.5,1.0
7073,2015,6197,1,29164,0,125,54.3,1.2
7073,2015,8990,0,20920,0,150,47.9,1.6
7073,2014,6995,1,64406,1,0,76.4,1.5
7585,2017,14147,1,30685,1,145,54.3,2.0
7073,2019,13995,1,15,0,145,55.4,1.1
7073,2016,9995,1,18234,0,20,62.8,1.0
7073,2017,9995,1,6002,0,150,65.7,1.0
6967,2017,11495,0,9258,0,160,44.8,1.5
7079,2019,21995,1,10,0,145,49.6,1.0
7079,2019,16495,2,11689,0,145,48.7,1.0
7073,2015,8795,1,9827,0,0,65.7,1.0
7079,2019,16995,1,10000,1,145,74.3,1.5
6967,2018,11995,1,6918,0,145,54.3,1.0
6967,2017,9995,1,12055,0,125,53.3,1.0
7585,2018,16950,0,28624,1,145,58.9,1.5
7073,2017,7672,1,13450,0,125,54.3,1.2
7073,2017,7950,1,33622,0,125,54.3,1.2
7073,2018,9671,1,8131,0,145,64.2,1.1
7079,2018,12250,1,8586,0,145,60.1,1.0
7585,2018,15250,1,12271,1,145,64.2,1.5
7073,2016,7999,1,22484,0,125,54.3,1.2
7079,2017,11450,1,18095,0,145,60.1,1.0
7585,2019,20395,1,5500,0,145,35.3,1.5
7585,2018,16297,1,9500,0,145,45.6,1.5
7079,2013,5297,1,69420,0,30,56.5,1.0
7073,2018,9350,1,13050,0,145,65.7,1.0
7073,2017,8650,1,7207,0,145,54.3,1.2
7079,2018,12950,1,15916,0,145,57.7,1.0
7073,2018,11950,1,15253,0,145,58.9,1.0
7073,2018,9850,1,6169,0,145,64.2,1.1
7073,2018,9950,1,10405,0,145,64.2,1.1
7073,2018,9850,1,5789,0,145,64.2,1.1
7073,2018,9997,1,17887,0,145,64.2,1.1
7079,2017,9497,1,32688,0,20,61.4,1.0
7073,2018,11997,1,14467,0,145,65.7,1.0
7073,2018,10597,1,11224,0,145,65.7,1.0
7079,2018,11997,1,13146,0,145,60.1,1.0
6967,2019,17495,1,4220,0,150,52.3,1.0
7079,2018,12795,1,18569,0,150,57.7,1.0
7079,2019,17495,1,11885,0,150,49.6,1.0
7079,2019,17495,1,11939,0,150,49.6,1.0
7079,2017,8498,1,51643,0,20,61.4,1.0
7079,2018,13698,1,23732,0,145,60.1,1.0
7073,2018,10397,1,7101,0,145,64.2,1.1
7073,2017,9597,1,19611,0,0,65.7,1.0
7073,2018,10897,1,11148,0,145,65.7,1.0
7079,2018,10597,1,17916,0,145,61.4,1.0
7073,2018,9897,1,13647,0,145,64.2,1.1
7073,2018,10897,1,17244,0,145,58.9,1.0
7073,2018,11197,1,6939,0,145,65.7,1.0
7073,2018,9997,1,18220,0,145,64.2,1.1
6967,2018,13697,1,16815,1,145,68.9,1.5
7585,2018,17997,1,3584,1,145,47.9,2.0
7079,2016,7897,1,52570,1,0,74.3,1.5
7073,2017,9697,1,24009,0,20,62.8,1.0
7585,2017,13697,1,22096,1,30,64.2,1.5
7073,2018,9297,1,14289,0,145,64.2,1.1
7079,2018,13897,1,9174,0,145,57.7,1.0
7073,2018,10950,1,7804,0,145,65.7,1.0
7073,2018,9950,1,4527,0,145,64.2,1.1
7073,2017,10625,1,17045,0,145,65.7,1.0
7079,2017,10450,1,15267,0,145,60.1,1.0
7073,2017,9650,1,18653,0,145,65.7,1.0
7079,2018,13997,1,12655,0,145,57.7,1.0
7073,2018,8950,1,14821,0,145,64.2,1.1
7073,2019,13497,1,2218,0,145,58.9,1.0
7079,2017,11997,1,10708,0,145,60.1,1.0
7079,2018,14497,1,7066,0,145,57.7,1.0
7079,2019,15597,1,7231,0,145,60.1,1.0
7079,2016,16597,1,19065,0,200,41.5,2.0
6967,2017,10497,1,13910,0,145,53.3,1.0
7073,2016,7397,1,28095,0,125,54.3,1.2
6967,2018,13997,1,13157,0,145,51.4,1.0
7073,2014,6897,1,27361,0,0,65.7,1.0
7079,2018,14497,1,4212,0,145,57.7,1.0
7079,2018,18998,1,10901,0,145,41.5,2.0
7585,2018,14997,1,17185,1,145,64.2,1.5
7073,2015,7250,0,47560,0,145,47.9,1.6
7073,2017,9550,1,7314,0,145,64.2,1.1
7079,2019,17325,1,6325,0,145,60.1,1.0
7073,2016,9797,0,17970,0,0,57.7,1.0
7073,2019,11950,1,14796,0,145,56.5,1.0
7073,2018,9250,1,8248,0,145,64.2,1.1
7585,2018,16850,1,15065,0,145,45.6,1.5
7073,2018,10597,1,5643,0,145,64.2,1.1
7079,2018,18950,1,7777,0,145,41.5,2.0
7079,2018,13150,1,5055,0,145,57.7,1.0
7079,2018,17850,1,8781,0,145,41.5,2.0
7073,2017,9750,1,17796,0,145,65.7,1.0
7079,2016,11625,0,15618,0,125,51.4,1.0
7079,2019,21925,2,5998,1,145,64.2,2.0
7079,2018,11250,1,19338,0,145,61.4,1.0
7079,2019,17725,1,10857,1,145,74.3,1.5
7073,2018,9150,1,31925,0,145,65.7,1.0
6967,2018,15997,0,4385,0,145,48.7,1.0
7073,2018,9995,1,23421,0,145,56.5,1.0
7073,2017,8495,1,19033,0,145,64.2,1.1
7073,2013,7092,0,50842,0,0,57.7,1.0
7585,2018,18731,0,6667,1,150,58.9,1.5
7073,2014,6702,1,21512,0,30,54.3,1.2
7073,2018,14536,1,3800,0,145,55.4,1.0
7079,2016,10142,1,31500,1,0,74.3,1.5
7073,2018,10450,1,11579,0,145,65.7,1.0
7073,2018,10650,1,3563,0,145,65.7,1.0
7585,2017,15950,1,24845,1,145,60.1,2.0
7079,2017,10450,1,29254,0,20,60.1,1.0
7079,2017,11450,1,20266,0,145,60.1,1.0
7079,2017,17950,1,27188,0,145,41.5,2.0
7073,2018,8950,1,11602,0,145,64.2,1.1
7585,2018,15750,1,6924,1,145,54.3,1.5
7073,2018,10950,1,13900,0,145,65.7,1.0
7073,2018,10999,1,5678,0,145,65.7,1.0
7079,2017,10950,1,27086,0,20,60.1,1.0
7073,2014,7450,1,33042,0,0,65.7,1.0
7073,2018,10450,1,23266,0,145,65.7,1.0
7079,2018,16625,1,12690,0,145,60.1,1.0
7585,2017,17925,0,14726,1,145,54.3,2.0
7073,2014,6250,1,21292,0,30,54.3,1.2
7073,2018,10697,1,15950,0,145,65.7,1.0
7079,2018,13250,1,8976,0,145,57.7,1.0
7079,2017,9551,1,49311,1,150,74.3,1.5
6967,2017,9120,1,31889,0,150,53.3,1.0
7073,2017,9591,1,16965,0,150,62.8,1.0
7073,2017,11951,1,20110,0,145,47.9,1.6
6967,2019,15591,1,7386,0,145,52.3,1.0
7073,2015,9495,1,32948,0,150,47.9,1.6
7079,2016,15795,1,18646,0,200,41.5,2.0
7073,2016,6697,1,40126,0,125,54.3,1.2
7079,2018,11397,1,14668,0,145,61.4,1.0
7079,2017,11697,1,20744,0,145,60.1,1.0
7073,2016,10110,1,19475,0,20,62.8,1.0
7585,2019,20080,1,3651,1,145,47.9,2.0
7079,2019,19950,1,2583,0,145,51.4,1.5
7079,2019,15391,1,3591,0,145,49.6,1.0
7585,2017,17310,1,16654,1,145,54.3,2.0
7079,2016,11220,1,21922,0,125,51.4,1.5
7073,2015,6541,1,50116,0,0,65.7,1.0
7079,2014,6997,1,37396,0,30,56.5,1.0
7079,2019,15497,1,1310,0,145,58.9,1.0
7079,2016,9897,1,35199,0,20,60.1,1.0
7073,2017,10497,1,20445,0,145,62.8,1.0
7073,2019,13997,0,3134,0,145,48.7,1.0
7073,2017,9997,1,23143,0,145,65.7,1.0
7585,2017,17397,0,23489,1,145,54.3,2.0
7073,2017,10497,1,6698,0,145,65.7,1.0
7585,2019,16698,1,10967,1,145,45.6,1.5
7079,2016,15998,1,26023,1,20,67.3,2.0
7585,2016,9998,1,54153,1,125,60.1,2.0
7585,2019,19998,1,537,0,150,39.2,1.5
7585,2019,21290,1,13346,1,150,37.7,2.0
7079,2016,9059,1,57477,1,0,74.3,1.5
7079,2019,17520,1,7562,0,145,60.1,1.0
7585,2015,13660,0,49711,1,145,52.3,2.0
7073,2018,11000,1,24813,0,145,56.5,1.0
7073,2019,13140,1,2356,0,145,48.7,1.1
7585,2016,12091,1,63741,1,125,60.1,2.0
7079,2019,21972,1,1011,0,145,60.1,1.0
7079,2019,19000,1,4753,0,145,60.1,1.0
7079,2019,19000,1,3400,0,145,60.1,1.0
7073,2017,9780,1,7238,0,0,65.7,1.0
7073,2017,10481,1,23065,0,145,65.7,1.0
7079,2019,15780,1,5372,1,145,74.3,1.5
6967,2018,11660,1,14453,0,145,54.3,1.0
7073,2018,10597,1,6499,0,145,64.2,1.1
7073,2016,9850,1,9855,0,0,65.7,1.0
7585,2019,25925,1,5891,1,145,37.7,2.0
7073,2017,9450,1,14126,0,145,64.2,1.1
7585,2017,16350,1,18258,1,145,64.2,1.5
7585,2015,9950,1,44325,1,125,60.1,2.0
7585,2017,15550,1,15939,1,145,54.3,2.0
7073,2015,10250,1,20028,0,145,47.9,1.6
7073,2017,9750,1,13281,0,145,65.7,1.0
7073,2017,10498,1,19130,0,150,65.7,1.0
6967,2015,8298,1,24125,0,125,52.3,1.0
7073,2016,6998,1,38052,1,0,78.5,1.5
7073,2017,8998,1,10673,0,125,54.3,1.2
7073,2019,13998,1,8156,0,145,58.9,1.0
7073,2015,6698,1,25409,0,125,54.3,1.2
7073,2016,10798,1,11805,0,0,65.7,1.0
7073,2019,16995,1,3428,0,150,40.3,1.5
7073,2018,9995,1,31250,0,150,65.7,1.0
6967,2019,14390,1,12402,0,150,54.3,1.0
7585,2014,8990,1,37515,1,150,53.3,2.0
7585,2017,13890,1,23969,1,150,64.2,1.5
7073,2018,10498,1,9578,0,150,55.4,1.1
7585,2014,9498,1,48694,1,145,53.3,2.0
7079,2015,8798,1,33539,1,0,74.3,1.5
7079,2019,14498,1,12739,0,145,58.9,1.0
7079,2018,18998,1,20145,0,145,41.5,2.0
7585,2019,19498,1,9102,0,145,39.2,1.5
7585,2016,13998,1,15782,1,30,64.2,1.5
7079,2014,7298,1,62125,1,20,67.3,1.6
6967,2018,13995,1,7016,0,150,53.3,1.0
7073,2016,6995,1,11969,0,125,54.3,1.2
7073,2019,12495,1,13034,0,145,58.9,1.0
7585,2019,20395,1,3100,1,145,36.7,2.0
7073,2017,7897,1,27796,0,145,54.3,1.2
7079,2018,13597,1,11148,0,145,57.7,1.0
7079,2015,8497,1,39588,1,0,74.3,1.5
7585,2018,15397,1,12232,1,145,54.3,1.5
7585,2019,18997,1,9036,0,145,39.2,1.5
7073,2017,9297,1,21143,0,145,65.7,1.0
7585,2019,17997,1,7342,0,145,34.4,1.5
7073,2017,9050,1,16812,0,145,64.2,1.1
7073,2015,7498,1,21074,0,0,65.7,1.0
7073,2019,12498,1,11445,0,145,58.9,1.0
7073,2015,8798,1,24305,0,20,62.8,1.0
7079,2017,9798,1,32160,0,20,60.1,1.0
7073,2018,9000,1,16639,0,145,64.2,1.1
7079,2015,7990,1,27792,0,20,61.4,1.0
7073,2015,8290,1,29174,0,0,65.7,1.0
7073,2017,9498,1,14301,0,125,54.3,1.2
7079,2017,10998,1,7426,0,20,60.1,1.0
7079,2018,14495,1,16210,1,145,80.7,1.5
7585,2019,25925,1,878,0,145,39.2,1.5
7079,2017,17998,1,16001,1,145,67.3,2.0
7073,2016,8998,1,24859,0,0,65.7,1.0
7079,2016,14998,1,41157,0,205,41.5,2.0
7079,2016,13498,1,44106,1,20,67.3,2.0
7585,2018,18298,1,14232,0,145,45.6,1.5
7073,2016,7698,1,25411,0,125,54.3,1.2
7585,2017,13890,1,36858,1,150,60.1,2.0
7079,2015,7600,1,43919,0,20,61.4,1.0
7079,2017,10390,1,30261,1,0,74.3,1.5
7585,2018,16995,1,18416,1,145,60.1,2.0
7585,2019,23850,0,3357,1,145,42.2,2.0
7079,2019,17890,2,11834,1,145,64.2,2.0
7079,2013,6921,1,24433,1,20,67.3,1.6
7079,2019,17520,1,2798,0,145,60.1,1.0
7079,2019,17520,1,4792,0,145,60.1,1.0
7079,2019,17520,1,6871,0,145,60.1,1.0
6967,2018,15290,1,14067,0,145,54.3,1.0
7073,2018,9995,1,14504,0,145,64.2,1.1
7073,2016,8290,1,15282,0,125,54.3,1.2
7073,2018,10995,1,16405,0,145,65.7,1.0
7585,2019,17500,1,10974,1,145,38.2,2.0
7585,2018,16500,2,26973,1,145,54.3,2.0
6967,2016,9700,0,28533,0,160,44.8,1.5
7073,2015,8700,1,27095,0,0,65.7,1.0
7585,2017,14500,1,38535,1,145,54.3,2.0
7073,2014,7800,0,31604,0,145,47.9,1.6
7079,2019,15600,1,10900,0,145,58.9,1.0
7585,2019,17600,1,10283,0,145,34.4,1.5
7079,2014,12500,1,45599,0,235,39.2,2.0
7585,2017,16290,1,17416,1,145,60.1,2.0
7079,2018,13995,1,11612,0,150,57.7,1.0
7073,2017,10995,1,12513,0,150,65.7,1.0
7585,2019,18990,1,8712,1,150,47.9,2.0
7073,2017,9495,1,8855,0,150,64.2,1.1
7079,2017,11600,1,23500,0,145,60.1,1.0
7585,2018,16300,1,7500,1,145,54.3,1.5
7073,2017,9400,1,16157,0,145,65.7,1.0
7585,2019,19690,1,6777,0,145,35.3,1.5
7585,2017,15000,1,14621,1,145,60.1,2.0
7585,2017,15200,1,6216,1,125,60.1,2.0
7073,2016,8500,1,19141,0,0,65.7,1.0
7585,2017,14000,1,16155,1,145,64.2,1.5
7073,2016,8900,1,2570,0,0,65.7,1.0
7073,2017,9990,1,38081,0,145,65.7,1.0
7079,2018,18000,1,5909,0,145,41.5,2.0
7585,2016,15290,1,15893,1,125,60.1,2.0
7079,2017,18490,1,14457,1,145,67.3,2.0
7585,2019,19990,1,14362,1,145,38.2,2.0
7585,2017,15290,1,36609,1,125,60.1,2.0
7079,2018,10995,1,28526,1,145,74.3,1.5
7079,2017,11999,1,2240,0,20,60.1,1.0
7073,2015,6990,1,44823,0,0,65.7,1.0
7073,2018,13800,1,15757,0,145,60.1,1.0
7585,2017,15200,1,22435,1,150,54.3,2.0
7585,2019,17200,1,9390,1,150,38.2,2.0
7073,2017,10700,1,26658,0,150,65.7,1.0
7073,2017,8500,1,25000,0,150,64.2,1.1
7079,2017,26900,1,14929,0,150,36.7,2.3
7073,2019,14200,1,9235,0,150,60.1,1.0
7073,2016,7200,1,16460,0,125,54.3,1.2
7073,2016,9500,1,10106,0,0,65.7,1.0
7585,2016,15700,1,10852,1,145,54.3,2.0
7079,2015,10000,1,27097,1,0,74.3,1.5
7073,2014,8300,1,23777,0,0,65.7,1.0
7585,2019,20900,2,11251,0,145,29.1,1.5
7079,2019,6900,1,26443,0,145,60.1,1.0
7079,2019,24900,1,10836,1,145,50.4,2.0
7079,2016,10500,1,15610,0,20,61.4,1.0
7073,2018,9990,1,21637,0,145,64.2,1.1
7073,2015,7495,1,30236,0,125,54.3,1.2
6967,2017,11590,1,9862,0,125,52.3,1.0
7079,2018,18990,1,11350,1,145,67.3,2.0
7073,2013,5000,1,69455,0,30,54.3,1.2
7073,2019,16800,1,4670,0,150,40.3,1.5
7585,2017,11200,1,46815,1,30,64.2,1.5
7585,2014,9500,1,55221,1,160,47.9,2.0
7073,2019,15000,1,4640,0,145,58.9,1.0
7585,2017,15000,1,29764,1,145,64.2,1.5
7073,2017,8700,1,10313,0,145,64.2,1.1
7073,2018,11600,1,13792,0,145,65.7,1.0
7073,2017,8998,1,10111,0,125,54.3,1.2
6967,2014,7998,1,26254,0,160,44.8,1.5
7073,2015,7998,1,22767,0,0,65.7,1.0
7079,2018,13498,1,15012,0,150,57.7,1.0
7073,2018,9498,1,15012,0,150,65.7,1.0
7585,2016,14995,1,24031,1,145,54.3,2.0
7073,2016,9397,1,14328,0,20,62.8,1.0
7073,2013,5591,1,40131,1,0,76.4,1.5
7079,2016,8895,1,25487,0,20,60.1,1.0
7079,2018,12595,1,13768,0,145,60.1,1.0
7073,2018,13690,1,10258,0,145,65.7,1.0
7079,2018,15490,1,26491,1,145,74.3,1.5
7079,2017,13990,1,10000,0,145,60.1,1.0
7079,2019,15995,1,10279,0,145,58.9,1.0
7079,2014,7800,1,30500,1,20,67.3,1.6
6967,2017,8900,1,25782,0,125,52.3,1.0
7073,2018,10700,1,7954,0,150,58.9,1.0
6967,2019,15800,1,8537,0,150,51.4,1.0
7073,2019,13900,1,10762,0,150,58.9,1.0
7073,2013,5990,1,55211,1,0,85.6,1.6
7079,2018,18990,1,8213,1,145,67.3,2.0
7073,2019,17290,1,6252,0,145,60.1,1.0
7079,2019,17295,2,3366,1,145,53.3,1.5
7585,2019,23995,1,6370,1,145,37.7,2.0
7079,2018,12995,1,18300,0,145,57.7,1.0
7079,2018,18295,1,21800,0,145,41.5,2.0
7079,2018,11995,1,24000,0,145,57.7,1.0
7073,2016,8795,1,56000,0,150,47.9,1.6
7079,2018,12395,1,21000,0,150,57.7,1.0
7073,2019,14995,1,4800,0,150,60.1,1.0
7585,2017,15995,0,25208,1,150,54.3,2.0
7079,2018,18998,1,18003,1,145,67.3,2.0
7073,2017,9171,1,24961,0,0,65.7,1.0
7073,2017,8995,1,22084,0,125,54.3,1.2
7585,2017,14292,1,19674,0,160,45.6,1.5
7585,2016,12492,1,28226,1,145,54.3,2.0
7585,2018,15500,1,14170,1,145,64.2,1.5
6967,2019,15000,1,5555,0,145,53.3,1.0
7585,2019,19800,1,11218,1,145,45.6,1.5
7073,2018,11600,0,31339,0,145,54.3,1.0
7079,2018,12400,1,14130,1,145,74.3,1.5
7073,2016,8400,1,35124,0,0,65.7,1.0
7079,2018,12500,1,19730,0,145,57.7,1.0
7073,2017,9500,1,26081,0,145,62.8,1.0
7079,2017,11200,1,15410,1,145,74.3,1.5
7073,2016,10000,1,12107,0,20,62.8,1.0
7073,2018,9300,1,11172,0,145,64.2,1.1
7079,2018,13000,1,8026,0,145,57.7,1.0
7079,2017,16000,1,23708,0,145,41.5,2.0
6967,2018,10500,1,44998,1,150,68.9,1.5
7079,2018,13000,1,11842,0,150,57.7,1.0
7073,2014,7500,1,18772,0,0,65.7,1.0
7079,2017,10998,1,31265,0,150,60.1,1.0
6967,2016,8498,1,30205,0,125,53.3,1.0
7079,2019,16195,1,8132,0,145,60.1,1.0
6967,2019,16795,1,691,0,145,51.4,1.0
7073,2015,6700,1,35659,0,0,65.7,1.0
7073,2018,14500,1,6436,0,145,55.4,1.0
7073,2018,11500,1,27062,0,145,62.8,1.0
6967,2019,17400,2,1872,0,145,44.1,1.0
7073,2015,6000,1,41426,0,125,54.3,1.2
6967,2019,16395,1,2800,0,145,53.3,1.0
6967,2018,12495,1,34000,0,145,54.3,1.0
7079,2019,17995,1,90,0,145,49.6,1.0
7073,2016,9895,0,11000,0,0,57.7,1.0
6967,2018,12795,1,13500,1,145,68.9,1.5
7585,2016,11998,1,23328,0,160,45.6,1.5
7073,2013,6260,1,45180,0,0,65.7,1.0
7073,2018,16991,1,7000,0,145,40.3,1.5
7585,2016,13500,1,19301,1,125,60.1,2.0
7079,2017,9900,1,35452,1,145,74.3,1.5
7079,2017,16500,1,21617,1,145,67.3,2.0
6967,2018,14500,1,19799,0,145,52.3,1.0
7079,2017,11900,1,9574,0,20,60.1,1.0
6967,2018,14800,1,9060,0,145,51.4,1.0
7079,2017,16500,1,18549,0,200,41.5,2.0
7073,2017,11998,1,5944,0,0,65.7,1.0
7073,2015,8998,1,23215,0,20,62.8,1.0
7079,2018,17498,1,30690,1,145,67.3,2.0
7073,2018,9998,1,27533,1,145,85.6,1.5
6967,2018,12998,1,22852,0,145,54.3,1.0
7073,2018,14998,1,19772,0,145,62.8,1.0
7073,2017,8698,1,16284,0,145,54.3,1.2
7585,2017,15191,0,52423,1,150,54.3,2.0
7073,2018,14991,1,13032,0,145,62.8,1.0
7079,2018,12498,1,13559,0,145,60.1,1.0
7073,2017,11998,1,6596,0,0,65.7,1.0
7073,2019,13998,1,14330,0,145,58.9,1.0
7079,2019,16998,1,22859,0,145,60.1,1.0
7585,2018,16798,1,3233,0,145,45.6,1.5
7079,2019,17590,1,12095,1,145,74.3,1.5
7073,2017,7495,1,33000,0,125,54.3,1.2
7073,2017,10690,1,16137,0,20,62.8,1.0
7585,2018,16990,1,13043,1,145,64.2,1.5
7079,2018,11490,1,17152,0,145,61.4,1.0
7079,2019,15990,1,12814,1,145,74.3,1.5
7073,2017,9995,1,11933,0,145,64.2,1.1
7073,2018,10495,1,16709,0,145,64.2,1.1
7079,2017,15750,1,19694,0,145,41.5,2.0
7079,2019,15400,1,9845,0,145,60.1,1.0
7079,2019,15360,1,12221,0,145,60.1,1.0
7079,2019,15760,1,10282,1,145,74.3,1.5
7079,2019,15270,1,12100,0,145,60.1,1.0
7079,2019,16030,1,10111,1,145,74.3,1.5
7079,2019,15750,1,6388,1,145,74.3,1.5
7079,2019,15510,1,15811,1,145,74.3,1.5
7079,2017,11498,1,15430,1,0,74.3,1.5
7073,2015,7991,1,22592,0,125,54.3,1.2
7079,2019,15960,1,12388,1,145,74.3,1.5
7079,2019,15950,1,9550,1,145,74.3,1.5
7079,2017,13430,1,19859,1,145,74.3,1.5
7073,2019,15490,2,7552,0,145,48.7,1.0
7073,2017,8491,1,7774,0,125,54.3,1.2
7079,2018,17400,1,14398,0,145,41.5,2.0
7073,2014,7291,1,23894,0,30,54.3,1.2
7073,2018,12891,1,23829,0,145,58.9,1.0
7073,2017,9998,1,26325,0,150,65.7,1.0
7073,2017,10998,1,7008,0,0,65.7,1.0
7073,2017,10298,1,27897,0,0,65.7,1.0
7079,2016,8498,1,49974,1,0,74.3,1.5
7073,2018,10298,1,14240,0,150,64.2,1.1
7079,2017,13298,1,8794,1,150,74.3,1.5
7073,2016,9998,0,20069,0,0,57.7,1.0
7079,2017,10998,1,15265,0,150,60.1,1.0
7073,2018,10520,1,39794,0,145,56.5,1.0
7073,2018,11250,1,21959,0,145,56.5,1.0
7073,2017,10230,1,11634,0,0,65.7,1.0
7079,2017,18610,1,10843,0,200,41.5,2.0
7079,2017,8540,1,35210,0,20,61.4,1.0
7079,2019,15580,1,5011,0,145,60.1,1.0
7073,2018,8491,1,17878,0,145,64.2,1.1
7073,2017,7640,1,20346,0,125,54.3,1.2
7073,2017,8091,1,19877,0,125,54.3,1.2
7073,2017,8491,1,11296,0,145,54.3,1.2
7073,2017,8330,1,22560,0,145,54.3,1.2
7079,2016,10000,1,9012,0,20,61.4,1.0
7079,2016,9450,1,15545,1,0,74.3,1.5
7079,2019,14740,1,13451,0,145,58.9,1.0
7073,2017,9520,1,20670,0,145,65.7,1.0
6967,2017,9260,1,25395,0,125,53.3,1.0
7073,2015,8991,1,20200,0,0,65.7,1.0
7073,2019,14998,0,16506,0,150,48.7,1.0
7073,2015,6998,1,30518,0,125,54.3,1.2
7585,2017,12990,1,18882,1,30,64.2,1.5
7585,2017,13070,1,17130,0,160,45.6,1.5
7079,2017,10000,1,20533,0,145,61.4,1.0
7079,2018,12050,1,19460,0,145,51.4,1.5
7073,2016,7991,1,48426,1,0,78.5,1.5
7079,2019,18550,2,5016,1,145,64.2,2.0
7073,2014,5207,1,71357,1,0,76.4,1.5
7585,2018,16310,1,15786,1,145,54.3,2.0
7079,2015,6730,1,65825,1,0,74.3,1.5
7073,2018,11000,1,24222,0,145,56.5,1.0
7073,2017,10990,0,17983,0,150,54.3,1.0
7073,2015,6860,1,32993,0,125,54.3,1.2
7073,2015,5971,1,42344,0,125,54.3,1.2
6967,2018,11650,1,19259,0,145,54.3,1.0
7073,2017,7491,1,36952,0,150,54.3,1.2
7073,2017,9491,1,8173,0,0,65.7,1.0
7073,2017,7491,1,30393,0,125,54.3,1.2
7585,2015,9791,1,33960,1,125,53.3,2.0
7079,2018,18491,1,12117,0,150,41.5,2.0
7079,2018,11779,0,11011,0,150,51.4,1.0
7073,2017,8000,1,19501,0,150,65.7,1.0
6967,2017,8691,1,23092,0,150,52.3,1.0
7073,2017,8491,1,11655,0,150,54.3,1.2
7073,2016,9495,1,22080,0,20,62.8,1.0
7073,2017,7991,1,32444,0,150,65.7,1.0
7073,2014,9495,1,38901,0,145,47.9,1.6
7585,2016,17790,2,4618,0,235,38.2,1.5
7079,2017,10595,1,28303,1,145,74.3,1.5
7079,2017,10057,1,15019,0,145,61.4,1.0
7073,2018,10300,1,16621,1,145,88.3,1.5
6967,2016,8590,1,23689,1,30,64.2,1.5
7073,2016,8998,1,22704,0,0,65.7,1.0
7073,2019,14040,1,4039,0,145,56.5,1.0
7585,2017,12720,1,41116,1,125,60.1,2.0
7073,2017,7627,1,9895,0,125,54.3,1.2
7073,2017,8191,1,10435,0,125,54.3,1.2
6967,2017,8721,1,25152,0,125,52.3,1.0
7073,2017,7491,1,39719,0,0,65.7,1.0
7585,2015,10770,0,29665,1,150,52.3,2.0
6967,2017,12591,0,7595,0,150,44.8,1.5
7073,2017,8081,1,25320,0,150,64.2,1.1
7079,2018,11991,1,10662,0,150,60.1,1.0
7073,2017,7911,1,27252,0,150,65.7,1.0
7585,2017,12151,1,25621,1,150,64.2,1.5
7073,2018,8421,1,10635,0,150,64.2,1.1
7079,2016,9321,1,31136,0,20,60.1,1.0
7073,2018,9911,1,17201,0,150,65.7,1.0
7585,2017,12097,1,31001,1,30,64.2,1.5
7079,2013,5995,1,77886,1,20,67.3,1.6
7079,2018,17290,1,9954,0,145,60.1,1.0
7073,2017,8299,1,37986,0,145,65.7,1.0
7073,2018,10099,1,13233,0,150,65.7,1.0
6967,2017,11491,0,12200,0,160,44.8,1.5
7073,2018,9991,1,13055,0,145,65.7,1.0
7073,2018,9991,1,16636,0,145,65.7,1.0
7079,2018,12000,1,15071,1,145,74.3,1.5
7079,2017,10820,1,15892,0,20,61.4,1.0
7073,2016,7998,1,26490,1,0,78.5,1.5
7073,2017,8998,1,16485,0,0,65.7,1.0
6967,2017,10498,1,16064,0,125,52.3,1.0
7073,2017,10498,1,7712,0,0,65.7,1.0
7585,2017,14998,1,37838,1,145,64.2,1.5
7079,2018,17498,1,28068,1,145,67.3,2.0
6967,2017,9498,1,21698,1,145,64.2,1.5
7073,2018,10498,1,14458,0,150,55.4,1.1
7079,2017,10498,1,6736,0,20,60.1,1.0
